household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day,p_score,match_id
25,처치,1,26.0,26.0,878.87,14372.0,4.0,0,22.0,307.33,171.0,1,0,2,101.31,57.0,1,428.46,10.0,1,61.69,32.0,1,248.8,6.0,1,2.1106,8.9263,0.6725291814967376,6
2274,대조,0,14.0,14.0,1926.65,666.0,5.0,0,13.0,1025.08,384.0,1,0,4,127.21,58.0,1,313.71,2.0,1,127.21,58.0,1,313.71,2.0,1,2.6502,6.5356,0.6727325770849762,6
26,처치,1,24.0,27.0,716.1,326.0,5.0,0,22.0,494.32,186.0,1,0,0,32.66,20.0,1,48.6,5.0,1,8.64,6.0,1,18.81,3.0,1,0.6804,1.0125,0.30824306346526875,7
1440,대조,0,28.0,29.0,631.61,49523.0,2.0,0,20.0,244.14,115.0,1,0,0,129.9,45.0,1,332.53,15.0,1,114.63,42.0,1,223.45,5.0,1,2.7063,6.9277,0.30821636750632975,7
32,처치,1,24.0,25.0,803.64,13506.0,7.0,0,21.0,308.06,139.0,1,0,4,79.36,27.0,1,209.34,5.0,1,26.8,6.0,1,56.89,3.0,1,1.6533,4.3612,0.8025147141262765,8
1622,대조,0,28.0,31.0,939.6,36104.0,4.0,0,24.0,475.69,228.0,1,0,3,150.76,66.0,1,378.43,9.0,1,88.39,37.0,1,242.4,6.0,1,3.1408,7.884,0.8026196947214335,8
36,처치,1,53.0,58.0,1288.72,619.0,1.0,0,57.0,987.28,428.0,1,0,1,282.29,116.0,1,504.14,19.0,1,167.06,67.0,1,279.99,9.0,1,5.881,10.5029,0.8035223744601878,9
336,대조,0,25.0,44.0,952.7,76539.0,2.0,0,13.0,298.16,134.0,1,0,2,376.98,163.0,1,788.63,15.0,1,326.64,146.0,1,706.83,14.0,1,7.8538,16.4298,0.8028879321679866,9
39,처치,1,9.0,9.0,875.94,400.0,3.0,0,9.0,416.55,198.0,1,0,3,105.52,55.0,1,233.7,5.0,1,62.88,34.0,1,124.19,2.0,1,2.1983,4.8687,0.3877921878247408,10
584,대조,0,14.0,19.0,281.05,10474.0,23.0,0,16.0,135.29,46.0,1,0,1,0.0,0.0,0,20.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.4167,0.388094137074307,10
42,처치,1,31.0,31.0,653.41,484.0,5.0,0,31.0,380.2,216.0,1,0,1,71.72,35.0,1,114.67,4.0,1,25.67,14.0,1,44.6,2.0,1,1.4942,2.389,0.5936152072114492,11
533,대조,0,18.0,21.0,725.07,441.0,7.0,0,18.0,423.16,215.0,1,0,2,32.0,15.0,1,65.92,3.0,1,30.0,14.0,1,60.43,2.0,1,0.6667,1.3733,0.5971525419391601,11
47,처치,1,38.0,40.0,934.57,279.0,6.0,0,28.0,458.34,133.0,1,0,1,77.75,31.0,1,161.82,12.0,1,43.9,20.0,1,103.25,8.0,1,1.6198,3.3712,0.6980845001301111,12
2030,대조,0,20.0,22.0,717.64,18034.0,7.0,0,17.0,326.32,140.0,1,0,3,163.84,81.0,1,294.89,14.0,1,127.51,64.0,1,206.64,8.0,1,3.4133,6.1435,0.7022588364984861,12
49,처치,1,41.0,45.0,2853.6,221133.0,4.0,0,28.0,1333.2,804.0,1,0,2,231.24,133.0,1,506.88,9.0,1,202.73,108.0,1,423.31,8.0,1,4.8175,10.56,0.8601919381752472,13
1566,대조,0,85.0,122.0,4014.66,149529.0,1.0,0,77.0,1780.1,658.0,1,0,0,644.57,210.0,1,1190.35,42.0,1,484.61,159.0,1,866.33,28.0,1,13.4285,24.799,0.8611381627340391,13
51,처치,1,25.0,25.0,1178.79,530.0,6.0,0,22.0,541.0600000000001,243.0,1,0,2,129.88,60.0,1,257.11,4.0,1,47.87,31.0,1,112.37,2.0,1,2.7058,5.3565,0.6823452535805715,14
1847,대조,0,35.0,40.0,1088.66,22111.0,1.0,0,30.0,522.1,221.0,1,0,1,50.8,24.0,1,126.98,6.0,1,28.65,15.0,1,87.18,3.0,1,1.0583,2.6454,0.6824608767781117,14
55,처치,1,44.0,46.0,236.39,144.0,2.0,0,27.0,108.9,58.0,1,0,2,19.98,8.0,1,40.88,10.0,1,10.98,5.0,1,26.23,7.0,1,0.4162,0.8517,0.7693503070973151,15
98,대조,0,29.0,38.0,505.34,396.0,7.0,0,29.0,255.9,163.0,1,0,2,57.38,35.0,1,105.13,5.0,1,43.43,21.0,1,82.05,3.0,1,1.1954,2.1902,0.7694030139680186,15
57,처치,1,36.0,43.0,544.11,27953.0,2.0,0,33.0,200.34,97.0,1,0,2,11.81,8.0,1,20.52,4.0,1,11.31,7.0,1,20.02,3.0,1,0.246,0.4275,0.7897877169560535,16
1773,대조,0,28.0,31.0,1153.94,74791.0,6.0,0,18.0,531.5,185.0,1,4,2,123.74,29.0,1,225.69,10.0,1,57.84,17.0,1,147.24,8.0,1,2.5779,4.7019,0.7920300409408937,16
64,처치,1,67.0,82.0,1044.09,552.0,1.0,0,67.0,561.91,215.0,1,0,1,140.29,49.0,1,277.88,14.0,1,130.0,47.0,1,247.47,12.0,1,2.9227,5.7892,0.8678649058334506,17
56,대조,0,60.0,67.0,2502.88,1006.0,1.0,0,61.0,1076.79,395.0,1,2,1,110.33,53.0,1,323.16,18.0,1,74.49,38.0,1,239.07,13.0,1,2.2985,6.7325,0.8787502611605477,17
65,처치,1,28.0,41.0,692.05,204.0,1.0,0,21.0,270.39,88.0,1,0,4,74.69,18.0,1,116.74,10.0,1,66.11,15.0,1,100.58,8.0,1,1.556,2.4321,0.8757347333314233,18
43,대조,0,39.0,53.0,523.56,32614.0,1.0,0,32.0,361.15,91.0,1,0,3,9.02,7.0,1,20.76,5.0,1,0.74,1.0,1,7.73,2.0,1,0.1879,0.4325,0.8792244414047198,18
67,처치,1,41.0,51.0,1919.59,74415.0,1.0,0,40.0,902.86,466.0,1,9,2,309.61,166.0,1,745.0,20.0,1,229.57,115.0,1,532.17,13.0,1,6.4502,15.5208,0.9058742924216042,19
682,대조,0,44.0,64.0,1733.04,167055.0,4.0,0,48.0,706.57,376.0,1,0,2,191.44,103.0,1,550.82,35.0,1,143.27,73.0,1,400.63,21.0,1,3.9883,11.4754,0.9058499045978394,19
71,처치,1,27.0,27.0,948.62,281.0,11.0,0,25.0,331.5,147.0,1,0,0,148.55,80.0,1,235.71,5.0,1,102.77,43.0,1,173.31,4.0,1,3.0948,4.9106,0.3395622150988228,20
1048,대조,0,31.0,32.0,708.6,65602.0,1.0,0,24.0,287.35,121.0,1,0,0,108.51,37.0,1,282.82,15.0,1,88.76,29.0,1,227.7,14.0,1,2.2606,5.8921,0.34081778474706753,20
74,처치,1,42.0,46.0,799.51,561.0,3.0,0,43.0,514.82,359.0,1,0,2,20.49,16.0,1,32.63,1.0,1,0.0,0.0,0,0.0,0.0,0,0.4269,0.6798,0.8271132499075932,21
1591,대조,0,31.0,34.0,1561.21,78993.0,2.0,0,23.0,732.4,382.0,1,11,2,180.52,80.0,1,369.08,9.0,1,82.22,37.0,1,196.44,5.0,1,3.7608,7.6892,0.8379628841109906,21
78,처치,1,70.0,76.0,764.78,500.0,1.0,0,71.0,373.7,230.0,1,0,2,118.74,76.0,1,296.04,17.0,1,53.79,34.0,1,149.91,7.0,1,2.4738,6.1675,0.9066916416983261,22
1046,대조,0,60.0,65.0,1297.44,31363.0,3.0,0,61.0,782.9300000000001,420.0,1,0,2,86.42,41.0,1,304.95,16.0,1,65.71000000000001,28.0,1,220.63,12.0,1,1.8004,6.3531,0.9020211953223665,22
80,처치,1,27.0,31.0,883.97,32016.0,6.0,0,24.0,492.75,241.0,1,0,0,175.65,106.0,1,275.09,7.0,1,132.22,71.0,1,190.5,3.0,1,3.6594,5.731,0.3689257266369378,23
2187,대조,0,14.0,16.0,694.32,269.0,16.0,0,13.0,427.59,175.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.36984362375473095,23
85,처치,1,71.0,78.0,1651.85,23197.0,8.0,0,66.0,833.01,371.0,1,0,3,35.49,18.0,1,59.55,4.0,1,22.91,10.0,1,32.58,2.0,1,0.7394,1.2406,0.9540821905481741,24
534,대조,0,105.0,150.0,407.68,7098.0,1.0,0,90.0,191.41,142.0,1,0,2,41.38,28.0,1,91.0,29.0,1,21.31,17.0,1,53.27,18.0,1,0.8621,1.8958,0.958915056136935,24
91,처치,1,43.0,50.0,1007.83,95824.0,1.0,0,29.0,319.78,121.0,1,0,0,131.55,44.0,1,341.3,20.0,1,67.52,19.0,1,159.28,9.0,1,2.7406,7.1104,0.5226371374604858,25
339,대조,0,23.0,25.0,709.77,511.0,7.0,0,25.0,486.35,298.0,1,0,1,19.69,20.0,1,20.44,1.0,1,0.0,0.0,0,0.0,0.0,0,0.4102,0.4258,0.5239188425522293,25
97,처치,1,54.0,61.0,1612.58,105572.0,8.0,0,44.0,662.52,325.0,1,0,2,154.46,78.0,1,601.5,22.0,1,65.79,30.0,1,261.73,12.0,1,3.2179,12.5312,0.9022546781252904,26
1419,대조,0,107.0,158.0,2502.58,54000.0,1.0,0,94.0,1261.17,503.0,1,0,0,209.88,106.0,1,444.51,30.0,1,115.88,60.0,1,254.03,17.0,1,4.3725,9.2606,0.8922219390667341,26
99,처치,1,63.0,69.0,1749.22,9165.0,1.0,0,59.0,1085.83,578.0,1,0,1,390.93,219.0,1,606.38,18.0,1,214.49,126.0,1,352.04,11.0,1,8.1444,12.6329,0.8506018882648027,27
1172,대조,0,43.0,49.0,1228.79,430.0,3.0,0,33.0,569.91,237.0,1,0,2,233.56,95.0,1,465.87,16.0,1,187.19,75.0,1,363.1,11.0,1,4.8658,9.7056,0.8500410367434715,27
108,처치,1,18.0,21.0,1163.61,13425.0,13.0,0,19.0,660.77,277.0,1,0,3,8.45,1.0,1,8.45,1.0,1,0.0,0.0,0,0.0,0.0,0,0.176,0.176,0.7249425518529645,28
2186,대조,0,36.0,41.0,1797.47,667.0,2.0,0,38.0,1013.89,338.0,1,0,1,235.33,57.0,1,520.66,17.0,1,165.61,40.0,1,321.61,10.0,1,4.9027,10.8471,0.7271940903021843,28
109,처치,1,43.0,45.0,1347.54,596.0,3.0,0,42.0,572.0,272.0,1,0,2,112.6,52.0,1,271.22,10.0,1,89.32000000000001,41.0,1,171.86,7.0,1,2.3458,5.6504,0.8396340211841865,29
2024,대조,0,22.0,24.0,1438.04,101607.0,17.0,0,16.0,631.99,182.0,1,1,4,99.25,30.0,1,160.22,4.0,1,6.859999999999999,3.0,1,27.47,2.0,1,2.0677,3.3379,0.8396986371659168,29
110,처치,1,41.0,51.0,809.24,31360.0,2.0,0,37.0,435.0,236.0,1,0,1,149.93,70.0,1,189.56,8.0,1,53.23,30.0,1,78.32000000000001,3.0,1,3.1235,3.9492,0.7513448140387671,30
836,대조,0,30.0,35.0,726.14,334.0,2.0,0,25.0,410.23,155.0,1,0,2,71.38,23.0,1,156.38,9.0,1,13.73,5.0,1,54.85,5.0,1,1.4871,3.2579,0.744098627351199,30
112,처치,1,29.0,33.0,579.03,47345.0,10.0,0,23.0,150.73,44.0,1,0,0,22.979999999999997,2.0,1,87.64,5.0,1,3.99,1.0,1,68.65,4.0,1,0.4787,1.8258,0.37531800131207016,31
1948,대조,0,33.0,34.0,628.91,346.0,3.0,0,32.0,377.92,178.0,1,0,0,50.16,33.0,1,126.84,10.0,1,29.76,20.0,1,81.08,5.0,1,1.045,2.6425,0.3753597481188474,31
114,처치,1,19.0,19.0,782.82,5128.0,5.0,0,14.0,418.22,150.0,1,0,2,100.61,43.0,1,211.52,4.0,1,72.19,31.0,1,148.13,3.0,1,2.096,4.4067,0.5548506231363308,32
730,대조,0,30.0,30.0,374.86,156.0,8.0,0,28.0,276.46,112.0,1,0,1,63.2,9.0,1,85.9,5.0,1,63.2,9.0,1,85.9,5.0,1,1.3167,1.7896,0.5565681422232892,32
118,처치,1,23.0,26.0,1255.51,58339.0,5.0,0,19.0,543.53,315.0,1,0,2,190.07,114.0,1,429.12,7.0,1,92.31,58.0,1,210.28,4.0,1,3.9598,8.94,0.6916813635117388,33
410,대조,0,42.0,44.0,379.81,244.0,5.0,0,40.0,240.12,130.0,1,0,1,76.19,41.0,1,128.95,17.0,1,45.79,21.0,1,79.69,9.0,1,1.5873,2.6865,0.68605041611699,33
121,처치,1,44.0,55.0,1260.34,661.0,11.0,0,40.0,767.6,299.0,1,0,1,82.81,33.0,1,114.99,8.0,1,64.37,24.0,1,84.6,7.0,1,1.7252,2.3956,0.8111572584983557,34
1989,대조,0,50.0,59.0,1075.86,62859.0,3.0,0,49.0,578.6,353.0,1,0,1,116.66,83.0,1,203.43,10.0,1,74.28,55.0,1,123.29,5.0,1,2.4304,4.2381,0.8084835074964348,34
122,처치,1,19.0,20.0,246.06,85.0,1.0,0,16.0,113.04,39.0,1,0,3,29.82,11.0,1,62.88,5.0,1,11.08,6.0,1,37.82,3.0,1,0.6212,1.31,0.5826901343219708,35
1826,대조,0,33.0,34.0,462.46,377.0,1.0,0,33.0,271.37,189.0,1,0,1,89.21000000000001,66.0,1,148.07,6.0,1,58.85,42.0,1,86.91,4.0,1,1.8585,3.0848,0.5828041454461645,35
123,처치,1,52.0,56.0,1019.52,21983.0,1.0,0,48.0,623.64,281.0,1,0,1,120.69,51.0,1,225.46,11.0,1,66.78999999999999,28.0,1,115.11,6.0,1,2.5144,4.6971,0.7832688343348736,36
808,대조,0,46.0,53.0,895.24,44335.0,7.0,0,35.0,390.47,173.0,1,0,1,34.39,25.0,1,110.64,17.0,1,26.26,20.0,1,76.38,11.0,1,0.7165,2.305,0.7810230744478905,36
132,처치,1,41.0,44.0,1063.46,457.0,2.0,0,42.0,635.87,274.0,1,0,4,85.04,42.0,1,168.97,7.0,1,23.75,16.0,1,55.31,4.0,1,1.7717,3.5202,0.9055513632551185,37
285,대조,0,43.0,48.0,928.73,32673.0,3.0,0,31.0,537.77,206.0,1,0,4,160.09,66.0,1,305.54,15.0,1,147.92,61.0,1,257.13,9.0,1,3.3352,6.3654,0.9131715816533447,37
134,처치,1,22.0,23.0,1278.75,619.0,5.0,0,21.0,608.75,328.0,1,0,3,367.99,137.0,1,617.08,5.0,1,250.89,98.0,1,437.16,4.0,1,7.6665,12.8558,0.7411747143387356,38
863,대조,0,32.0,49.0,689.96,44080.0,3.0,0,42.0,383.32,178.0,1,0,1,82.51,29.0,1,101.29,11.0,1,46.99,21.0,1,64.77,8.0,1,1.719,2.1102,0.7403887652611907,38
139,처치,1,34.0,38.0,1141.4,64028.0,4.0,0,30.0,470.69,262.0,1,0,0,222.74,116.0,1,340.47,8.0,1,98.56,61.0,1,139.08,3.0,1,4.6404,7.0931,0.4522964252279718,39
1621,대조,0,18.0,21.0,914.11,412.0,3.0,0,19.0,484.31,235.0,1,0,1,71.46000000000001,27.0,1,96.12,4.0,1,71.46000000000001,27.0,1,86.63,3.0,1,1.4888,2.0025,0.4545074620918567,39
140,처치,1,22.0,25.0,588.74,325.0,1.0,0,17.0,329.01,189.0,1,0,2,47.03,24.0,1,71.9,5.0,1,28.85,17.0,1,33.73,1.0,1,0.9798,1.4979,0.6128481076527306,40
1499,대조,0,30.0,31.0,762.64,14120.0,9.0,0,28.0,447.15,167.0,1,0,1,128.37,47.0,1,179.06,6.0,1,84.85,30.0,1,103.02,4.0,1,2.6744,3.7304,0.6114696334912748,40
142,처치,1,43.0,43.0,622.29,302.0,4.0,0,33.0,290.42,141.0,1,0,4,21.63,9.0,1,51.81,9.0,1,15.07,6.0,1,40.7,7.0,1,0.4506,1.0794,0.8931885719060284,41
2400,대조,0,70.0,138.0,5321.79,354806.0,2.0,0,71.0,2867.06,1314.0,1,0,0,701.22,322.0,1,1438.21,34.0,1,576.48,269.0,1,1137.04,24.0,1,14.6088,29.9627,0.8912900404118522,41
149,처치,1,36.0,42.0,2456.52,197442.0,5.0,0,26.0,891.48,378.0,1,0,3,374.85,142.0,1,1405.29,23.0,1,238.32,97.0,1,880.9300000000001,15.0,1,7.8094,29.2769,0.8905657146838099,42
722,대조,0,39.0,42.0,2099.73,35081.0,3.0,0,36.0,1600.51,784.0,1,0,3,268.1,135.0,1,434.62,8.0,1,156.75,79.0,1,239.35,4.0,1,5.5854,9.0546,0.8861665468326173,42
155,처치,1,14.0,14.0,784.83,305.0,24.0,0,12.0,390.9,158.0,1,0,1,110.03,46.0,1,265.52,6.0,1,59.4,25.0,1,145.2,4.0,1,2.2923,5.5317,0.34036654067760674,43
1981,대조,0,18.0,18.0,265.06,129.0,5.0,0,16.0,216.95,95.0,1,0,1,57.44,24.0,1,94.1,8.0,1,30.75,12.0,1,65.41,6.0,1,1.1967,1.9604,0.33760204493544427,43
158,처치,1,58.0,58.0,665.53,225.0,2.0,0,53.0,223.22,155.0,1,1,2,69.29,44.0,1,229.5,19.0,1,38.629999999999995,22.0,1,123.92,9.0,1,1.4435,4.7812,0.8783830180022465,44
335,대조,0,48.0,53.0,1174.1,408.0,12.0,0,49.0,624.4,191.0,1,0,2,24.03,8.0,1,36.01,3.0,1,24.03,8.0,1,36.01,3.0,1,0.5006,0.7502,0.8792439301576132,44
161,처치,1,48.0,58.0,1086.55,31047.0,1.0,0,43.0,396.15,147.0,1,0,0,350.84,128.0,1,767.49,34.0,1,268.26,106.0,1,594.32,27.0,1,7.3092,15.9894,0.589728178747959,45
1933,대조,0,25.0,31.0,852.65,42397.0,3.0,0,20.0,369.79,168.0,1,0,1,82.47,36.0,1,214.71,9.0,1,43.53,19.0,1,120.93,5.0,1,1.7181,4.4731,0.5899893212553702,45
164,처치,1,33.0,36.0,1326.58,13532.0,2.0,0,32.0,776.0600000000001,421.0,1,0,0,237.21,125.0,1,393.79,8.0,1,124.09,62.0,1,198.5,4.0,1,4.9419,8.204,0.4316350789306417,46
2347,대조,0,28.0,35.0,1363.58,63687.0,5.0,0,24.0,740.3100000000001,321.0,1,0,0,111.76,75.0,1,265.17,8.0,1,48.83,38.0,1,192.97,7.0,1,2.3283,5.5244,0.432353783717825,46
166,처치,1,34.0,35.0,845.76,367.0,10.0,0,30.0,354.95,154.0,1,0,0,181.34,52.0,1,311.26,10.0,1,132.7,38.0,1,215.91,6.0,1,3.7779,6.4846,0.4233229358678495,47
1121,대조,0,13.0,13.0,524.82,262.0,23.0,0,11.0,254.16,119.0,1,0,2,16.86,10.0,1,77.47,4.0,1,16.86,10.0,1,77.47,4.0,1,0.3512,1.614,0.425616148895188,47
180,처치,1,18.0,22.0,591.84,1945.0,19.0,0,16.0,332.35,134.0,1,0,1,75.41,36.0,1,146.1,4.0,1,75.41,36.0,1,146.1,4.0,1,1.571,3.0437,0.4783442301616322,48
77,대조,0,20.0,20.0,1144.94,576.0,13.0,0,18.0,621.36,271.0,1,0,1,172.07,82.0,1,360.44,6.0,1,97.58,54.0,1,209.01,4.0,1,3.5848,7.5092,0.4782332301192005,48
183,처치,1,38.0,45.0,555.81,221.0,2.0,0,31.0,325.89,120.0,1,0,2,75.73,20.0,1,114.01,12.0,1,61.78,16.0,1,95.19,9.0,1,1.5777,2.3752,0.8004411603625049,49
2018,대조,0,37.0,43.0,755.78,463.0,2.0,0,31.0,391.34,203.0,1,0,2,219.39,79.0,1,483.58,25.0,1,167.58,62.0,1,375.42,20.0,1,4.5706,10.0746,0.8015585611667947,49
184,처치,1,67.0,84.0,2628.18,218383.0,4.0,0,59.0,1362.48,350.0,1,0,4,257.74,83.0,1,461.28,13.0,1,233.91,75.0,1,383.12,8.0,1,5.3696,9.61,0.9707870928705641,50
1258,대조,0,79.0,85.0,1256.11,21555.0,3.0,0,63.0,532.34,214.0,1,0,5,221.63,83.0,1,382.85,21.0,1,162.39,58.0,1,287.85,16.0,1,4.6173,7.976,0.9730826188104756,50
188,처치,1,9.0,10.0,649.87,309.0,122.0,0,8.0,422.23,166.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2578883446086678,51
2173,대조,0,19.0,24.0,683.98,10556.0,2.0,0,21.0,413.36,235.0,1,0,0,217.66,83.0,1,416.45,10.0,1,58.85,37.0,1,107.5,5.0,1,4.5346,8.676,0.25795839928790004,51
193,처치,1,30.0,46.0,1940.58,282601.0,10.0,0,23.0,556.59,241.0,1,0,2,72.24,36.0,1,378.94,9.0,1,15.65,9.0,1,165.73,5.0,1,1.505,7.8946,0.8595467663498931,52
400,대조,0,78.0,105.0,6469.68,277122.0,2.0,0,73.0,2658.84,801.0,1,0,0,621.77,196.0,1,1648.97,29.0,1,364.05,118.0,1,969.88,19.0,1,12.9535,34.3535,0.8518830716525387,52
195,처치,1,17.0,20.0,1215.82,72634.0,2.0,0,15.0,696.18,326.0,1,0,1,82.16,39.0,1,197.23,4.0,1,69.16,30.0,1,140.1,3.0,1,1.7117,4.109,0.4422397858791004,53
893,대조,0,29.0,34.0,1266.72,662.0,12.0,0,33.0,676.13,235.0,1,0,0,323.2,113.0,1,671.62,11.0,1,206.36,70.0,1,401.92,6.0,1,6.7333,13.9921,0.4426628436714921,53
205,처치,1,30.0,37.0,1024.44,400.0,21.0,0,33.0,731.33,264.0,1,0,0,541.12,181.0,1,745.09,18.0,1,231.71,95.0,1,340.43,9.0,1,11.2733,15.5227,0.4725865038074553,54
1151,대조,0,39.0,44.0,847.2,373.0,1.0,0,41.0,601.63,251.0,1,0,0,286.38,56.0,1,352.44,18.0,1,229.63,44.0,1,288.44,13.0,1,5.9662,7.3425,0.47387952012372575,54
208,처치,1,39.0,44.0,1357.15,56805.0,1.0,0,36.0,684.14,279.0,1,1,4,140.8,55.0,1,298.45,6.0,1,134.21,52.0,1,288.87,5.0,1,2.9333,6.2177,0.9160679147957578,55
330,대조,0,97.0,110.0,1241.01,56437.0,1.0,0,90.0,609.71,328.0,1,0,1,61.93,45.0,1,119.66,23.0,1,49.96,36.0,1,81.93,13.0,1,1.2902,2.4929,0.91566162773816,55
211,처치,1,23.0,25.0,485.67,297.0,2.0,0,20.0,173.82,80.0,1,0,0,113.18,53.0,1,221.83,14.0,1,61.5,30.0,1,119.49,9.0,1,2.3579,4.6215,0.25269830295314366,56
1784,대조,0,11.0,11.0,511.46,205.0,32.0,0,11.0,299.24,130.0,1,0,1,77.63,32.0,1,121.84,2.0,1,11.12,3.0,1,24.5,1.0,1,1.6173,2.5383,0.2538399511727345,56
214,처치,1,27.0,27.0,916.54,431.0,7.0,0,26.0,596.45,268.0,1,1,2,165.73,85.0,1,243.86,9.0,1,75.84,42.0,1,101.19,5.0,1,3.4527,5.0804,0.7244181560050805,57
350,대조,0,21.0,23.0,738.87,92809.0,12.0,0,14.0,215.08,82.0,1,0,3,56.08,18.0,1,147.85,4.0,1,0.0,0.0,0,45.19,1.0,1,1.1683,3.0802,0.7222527748222772,57
215,처치,1,39.0,42.0,437.7,283.0,2.0,0,30.0,256.26,159.0,1,0,0,108.41,52.0,1,180.18,15.0,1,93.75,40.0,1,143.06,12.0,1,2.2585,3.7538,0.4202758388832486,58
879,대조,0,33.0,36.0,1008.91,102293.0,3.0,0,30.0,418.57,175.0,1,0,0,99.83,33.0,1,190.15,10.0,1,55.66,17.0,1,104.96,5.0,1,2.0798,3.9615,0.4206986760428926,58
216,처치,1,25.0,27.0,575.53,307.0,2.0,0,20.0,208.39,76.0,1,0,1,98.03,33.0,1,392.91,14.0,1,78.3,24.0,1,183.15,8.0,1,2.0423,8.1856,0.511164836317812,59
1021,대조,0,23.0,26.0,431.19,202.0,18.0,0,12.0,156.96,70.0,1,0,1,55.37,22.0,1,126.23,8.0,1,0.0,0.0,0,20.03,3.0,1,1.1535,2.6298,0.5114907813559887,59
218,처치,1,54.0,68.0,3595.44,415599.0,3.0,0,43.0,1244.88,379.0,1,0,1,165.56,55.0,1,555.24,6.0,1,99.16,32.0,1,357.95,4.0,1,3.4492,11.5675,0.8725636838650054,60
1988,대조,0,44.0,62.0,2561.4,173783.0,4.0,0,40.0,1596.03,528.0,1,0,1,155.98,45.0,1,242.82,6.0,1,155.98,45.0,1,224.02,5.0,1,3.2496,5.0588,0.8482787070576202,60
220,처치,1,23.0,30.0,989.72,67493.0,3.0,0,20.0,398.94,227.0,1,0,1,67.16,31.0,1,142.94,6.0,1,8.219999999999999,7.0,1,46.87,3.0,1,1.3992,2.9779,0.5871415378032756,61
1756,대조,0,10.0,12.0,624.96,30000.0,25.0,0,10.0,255.95,116.0,1,0,4,51.98,14.0,1,96.34,3.0,1,0.0,0.0,0,0.0,0.0,0,1.0829,2.0071,0.5869103573578711,61
221,처치,1,24.0,28.0,916.7,28223.0,4.0,0,24.0,350.93,217.0,1,0,1,113.85,71.0,1,288.94,10.0,1,57.16,36.0,1,168.77,7.0,1,2.3719,6.0196,0.5676123748101305,62
